Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Alana Ribeiro,45,ceciliaoliveira@example.com,"Lago Pedro Henrique Pires, 439
São Francisco
31435-639 Farias / RJ",Fire,NOT USED,108,1,Citroën C4,2023,1,2022-09-23,130
Sra. Fernanda Oliveira,28,camposana-laura@example.com,"Alameda de Duarte, 87
Vila Paquetá
94365-175 Ramos / CE",Natural Phenomena,NOT USED,19,1,Kia Forte,2019 ,1,2023-02-22,131
Henrique Peixoto,44,da-rosaanthony@example.net,"Passarela Ana Julia Peixoto, 50
Vila Da Ária
23855643 Dias / TO",Robbery,DENIED,9,0,Hyundai Santa Fe,2019 ,1,2023-07-05,132
Murilo Araújo,52,afarias@example.org,"Praia de da Mota
Embaúbas
69400-888 da Rocha / ES",Collision,NOT USED,95,0,Honda HR-V,2023,1,2022-06-03,133
Caroline da Mata,67,jaraujo@example.com,"Recanto de das Neves, 69
Novo Glória
98363023 Nascimento / AM",Fire,DENIED,58,1,Maserati GranTurismo,2008 ,1,2022-04-22,134
Dr. Gustavo Henrique Rezende,27,das-nevesluigi@example.net,"Largo de Mendes, 8
Jardim Leblon
94532-859 da Rosa das Flores / MA",Natural Phenomena,DENIED,35,0,Land Rover Discovery,2023,1,2022-01-20,135
Thales da Costa,64,caldeirabeatriz@example.org,"Aeroporto de Fernandes, 583
João Pinheiro
47550-805 da Conceição / RJ",Robbery,APPROVED,33,1,Opel/Vauxhall Astra,2023,1,2022-06-11,136
Renan Rocha,63,joao-lucasramos@example.com,"Parque Teixeira, 90
Suzana
22146248 Barbosa Paulista / ES",Robbery,DENIED,63,0,Mini John Cooper Works,2023,1,2022-07-21,137
Enzo Gabriel da Cunha,37,levi45@example.com,"Aeroporto Melissa Fogaça
Glória
97320-408 da Mata de Moura / PR",Collision,APPROVED,110,0,Volkswagen Passat,1973,2,2023-01-11,138
Paulo Duarte,49,claricecardoso@example.org,"Travessa Sales
Mariquinhas
01743-924 Caldeira / PI",Fire,NOT USED,64,1,Wiesmann GT MF4,2009,1,2023-04-24,139
Kamilly Martins,58,santosjoao-felipe@example.org,"Trevo Cunha, 52
Jardim Leblon
40243-190 da Paz do Oeste / DF",Natural Phenomena,NOT USED,58,1,Renault Clio,2023,3,2023-04-29,140
Kamilly Martins,58,santosjoao-felipe@example.org,"Trevo Cunha, 52
Jardim Leblon
40243-190 da Paz do Oeste / DF",Natural Phenomena,NOT USED,58,1,Renault Clio,2020,3,2023-12-27,140
Joana Rezende,34,zcavalcanti@example.net,"Distrito de Nascimento, 6
Alto Barroca
50954469 da Cunha / MS",Natural Phenomena,NOT USED,98,0,Isuzu FTR,2016,1,2022-10-19,141
Enzo Almeida,41,framos@example.com,"Via de Moura
Vila Vista Alegre
89993-414 Teixeira de Cardoso / PI",Fire,NOT USED,25,1,Ford Mustang,2015,1,2023-02-10,142
Eduarda Vieira,59,ryan22@example.com,"Travessa Duarte, 72
Aeroporto
16464837 Cardoso / ES",Collision,APPROVED,26,0,Renault Arkana,2023,2,2022-01-15,143
Eduarda Vieira,59,ryan22@example.com,"Travessa Duarte, 72
Aeroporto
16464837 Cardoso / ES",Collision,APPROVED,26,0,Renault Arkana,2022,2,2023-02-13,143
Cauê Cardoso,56,luiz-otavio65@example.org,"Jardim de Porto, 504
São Marcos
52291247 Cavalcanti Paulista / SP",Collision,DENIED,12,1,Porsche 718 Cayman,2017,1,2022-11-20,144
Ryan Caldeira,69,da-cunhajulia@example.net,"Feira Pietra da Mota
Ermelinda
28549158 Araújo / AC",Collision,NOT USED,35,0,Mazda CX-5,2019,1,2022-09-28,145
Pedro Miguel Ferreira,22,pedro-miguelbarbosa@example.com,"Lago Helena Novaes, 51
São Jorge 1ª Seção
47756-490 Dias / AC",Collision,DENIED,74,1,Subaru Ascent,2019,1,2023-10-01,146
Pedro Mendes,52,samuel10@example.com,"Praça Almeida, 3
Outro
60700-149 Fogaça Grande / PE",Robbery,APPROVED,107,1,McLaren 720S,2018,2,2022-08-02,147
Ana Lívia Costela,63,isis62@example.org,"Área Correia, 1
Palmeiras
00397471 Melo / PB",Collision,DENIED,96,0,Genesis GV70,2022,1,2023-08-01,148
Alícia Almeida,38,pmartins@example.com,"Via Nogueira, 9
São Bernardo
09981441 das Neves do Oeste / RN",Robbery,NOT USED,105,1,Koenigsegg CC8S,2004,1,2022-09-26,149
Lucas Farias,54,nogueiragustavo-henrique@example.org,"Alameda Júlia Melo, 75
Maria Goretti
28333-181 Jesus / RN",Collision,NOT USED,40,0,Suzuki Alto,2020,1,2023-04-03,150
Esther da Cruz,67,evelynnovaes@example.com,"Setor de Nascimento
Itapoa
79539211 Duarte / PB",Collision,DENIED,19,1,Smart Forfour,2023,1,2022-05-28,151
Kaique Lopes,51,vitorrodrigues@example.org,"Avenida Maria Oliveira
Nova Cintra
62701-228 Viana / MS",Fire,NOT USED,78,1,SEAT Leon,2023,1,2022-12-12,152
Laís Campos,25,pereiramaria-eduarda@example.com,"Trevo Cavalcanti, 203
Tres Marias
70098171 da Costa / ES",Natural Phenomena,APPROVED,45,1,Tata Motors Thar,2020,1,2023-06-22,153
Ryan Barbosa,34,hsilveira@example.com,"Viaduto Noah Moraes, 4
São Francisco Das Chagas
55341094 Lima / RO",Collision,DENIED,32,1,Jaguar XE,2023,1,2022-11-14,154
Rodrigo Nunes,68,fcosta@example.net,"Núcleo Cardoso, 94
Pedreira Padro Lopes
59100355 Freitas / AC",Fire,NOT USED,46,1,Ferrari Roma,2021 ,1,2022-11-18,155
Juliana da Luz,67,hsilva@example.com,"Morro Pereira, 64
Bairro Das Indústrias Ii
06686600 Lima da Prata / RJ",Robbery,NOT USED,55,1,Ferrari 488 Pista,2019 ,1,2023-02-12,156
Manuela Lima,26,ramoslucca@example.org,"Trecho Sabrina Campos, 2
Solimoes
66696046 Souza / BA",Robbery,DENIED,107,0,Genesis GV80,2021,1,2023-04-13,157
Mariane Rodrigues,33,thiagocarvalho@example.com,"Feira da Rosa, 8
Jardinópolis
45646-307 Rezende / PA",Natural Phenomena,NOT USED,3,0,Volvo XC60,2023,1,2022-08-03,158
Giovanna Barbosa,67,piresana-carolina@example.com,"Lagoa Martins, 990
Barão Homem De Melo 1ª Seção
68881-902 Nunes da Mata / MG",Robbery,NOT USED,104,1,Volkswagen Tiguan,2007,1,2023-08-13,159
Ian da Mota,50,vcarvalho@example.org,"Núcleo de Ramos, 78
Cidade Jardim
41877-776 Costa / RR",Fire,DENIED,81,1,SEAT Tarraco,2023,1,2022-08-17,160
Natália das Neves,34,adias@example.net,"Aeroporto Igor Peixoto, 37
São Gonçalo
08853594 Moraes da Praia / TO",Fire,DENIED,14,0,Chevrolet Tahoe,1995,2,2023-08-05,161
Natália das Neves,34,adias@example.net,"Aeroporto Igor Peixoto, 37
São Gonçalo
08853594 Moraes da Praia / TO",Fire,DENIED,14,0,Chevrolet Tahoe,1995,2,2023-05-28,161
Maria Sophia Souza,64,fda-mata@example.net,"Quadra de Mendes, 1
Casa Branca
49523117 Duarte de Souza / SP",Natural Phenomena,APPROVED,47,1,Volvo Polestar 2,2023,3,2022-08-21,162
Giovanna Cavalcanti,48,fernandesbernardo@example.com,"Favela Pereira
Vila São Geraldo
39278211 Azevedo do Sul / MG",Fire,DENIED,68,0,Porsche Macan,2020,1,2023-12-27,163
Rafael da Conceição,65,ysouza@example.org,"Rua Mendes, 90
Ermelinda
36115-957 da Conceição da Serra / RO",Collision,APPROVED,86,1,Ram 2500,2023,1,2023-07-13,164
Augusto Dias,56,grocha@example.net,"Vereda de Peixoto, 3
Novo Das Industrias
02416-279 Barbosa de Campos / ES",Collision,DENIED,74,0,Toyota Highlander,2019,2,2022-03-28,165
Augusto Dias,56,grocha@example.net,"Vereda de Peixoto, 3
Novo Das Industrias
02416-279 Barbosa de Campos / ES",Collision,DENIED,74,0,Toyota Highlander,2020,2,2023-02-27,165
Murilo Ramos,41,ssilveira@example.com,"Esplanada de Azevedo, 11
Vila Cemig
17096-029 da Conceição da Prata / AL",Fire,DENIED,110,0,Dodge RAM 1500,2023,1,2022-11-13,166
Valentina Ramos,33,cunhagabrielly@example.net,"Chácara Sarah Moura, 84
São Vicente
98326-717 Melo de Rodrigues / PA",Natural Phenomena,APPROVED,32,0,Volvo XC90,2023,1,2023-06-12,167
Sophia Moraes,20,bruno64@example.com,"Quadra da Cruz, 862
Cônego Pinheiro 1ª Seção
53825-399 Rezende / MT",Robbery,DENIED,5,0,Mercedes-Benz E-Class,2022,1,2022-07-04,168
Thales Ferreira,52,caua38@example.org,"Via de Cardoso, 10
João Alfredo
26126-415 Ramos / BA",Robbery,APPROVED,63,1,Tata Motors Thar,2020,1,2023-04-30,169
Srta. Lívia Pinto,65,juliada-cruz@example.org,"Quadra Melo, 69
Acaiaca
42923-525 Gonçalves do Oeste / DF",Natural Phenomena,DENIED,17,1,Alpina B3,2023,1,2022-11-11,170
Guilherme Gonçalves,65,luiz-fernandopinto@example.org,"Campo de Silveira, 868
Nossa Senhora De Fátima
11250-158 da Costa do Norte / AL",Collision,NOT USED,23,0,Subaru Impreza,2019,1,2023-08-03,171
Kamilly Costela,70,enzo-gabriel93@example.net,"Condomínio Pedro Miguel Nogueira, 92
São Jorge 3ª Seção
36367-562 Sales de Minas / MG",Fire,DENIED,47,0,Chevrolet Silverado 2500HD,1999,1,2023-11-19,172
Dra. Julia Araújo,59,ian14@example.com,"Travessa de Nogueira, 23
Vila Paquetá
20066706 Campos / SC",Collision,DENIED,43,1,Citroën C4,2023,1,2023-03-26,173
Maria Cecília Sales,33,samuel93@example.org,"Vila Juan Dias, 52
Santo Agostinho
44977-252 Duarte / PB",Robbery,DENIED,57,0,Vauxhall Insignia,2023,1,2023-12-27,174
Gabriela Caldeira,25,ralmeida@example.com,"Trecho de Campos, 70
Vila Fumec
16329607 Lima Paulista / SP",Natural Phenomena,NOT USED,80,0,Infiniti QX50,2023,1,2022-12-13,175
Caio Gomes,33,moraesisabelly@example.org,"Viela Gabrielly Gomes, 1
São Luiz
96245-030 Castro de Nascimento / MG",Fire,APPROVED,94,1,Polestar Polestar 3,2022,1,2023-06-20,176
Maria Eduarda Farias,58,maria-cecilia22@example.com,"Feira de da Luz, 66
Graça
15379-526 Silva / SE",Robbery,NOT USED,16,0,Lexus GS,1993,1,2022-09-17,177
Sr. Theo Alves,70,vcostela@example.org,"Viela de Rezende, 6
Grota
53084220 Vieira / PB",Collision,APPROVED,98,1,Chrysler Voyager,2023,1,2022-04-08,178
Marcelo Farias,23,costagustavo-henrique@example.net,"Esplanada de Nunes
Goiania
98876-624 Fernandes / AL",Fire,APPROVED,29,0,Skoda Enyaq iV,2023,2,2023-12-08,179
Maria Clara Dias,56,mvieira@example.org,"Rodovia Pedro Nogueira, 87
Vila Suzana Segunda Seção
52485190 Mendes das Flores / RS",Collision,APPROVED,103,0,Koenigsegg One:1,2014,1,2023-09-30,180
Kamilly Almeida,39,coliveira@example.com,"Estação de Peixoto, 2
Vila Nova Cachoeirinha 3ª Seção
42814967 Aragão de Goiás / RS",Collision,APPROVED,49,1,Mitsubishi Mirage,2014 ,1,2023-09-18,181
Sr. Pietro Carvalho,41,lorena61@example.net,"Chácara Sales, 3
Novo Ouro Preto
85932683 Castro / AC",Natural Phenomena,DENIED,75,1,Volvo XC60,2023,1,2022-01-16,182
Murilo Nunes,65,thales98@example.com,"Vale de Sales, 71
Vila Paraíso
87404-846 Ribeiro de das Neves / MG",Robbery,DENIED,79,0,Volvo C40 Recharge,2023,1,2022-11-22,183
Vitor Hugo Silva,55,marianacastro@example.com,"Loteamento Moreira, 29
São João Batista
92587336 Teixeira da Praia / RN",Natural Phenomena,APPROVED,96,1,Hyundai Elantra,2017 ,2,2023-01-11,184
Marcela Vieira,59,yda-rosa@example.org,"Praça Rocha, 79
Itatiaia
06395-017 da Conceição / SC",Natural Phenomena,DENIED,75,1,Ram 3500,2023,2,2022-05-16,185
Marina Gonçalves,58,emillyda-mota@example.com,"Distrito de da Mata, 49
Olaria
72804730 Oliveira Verde / DF",Fire,APPROVED,34,1,Koenigsegg Agera RS,2015,1,2023-11-18,186
Amanda Pinto,44,cardosojoao-felipe@example.com,"Lago de da Costa, 451
Ventosa
69252-491 Pinto de da Conceição / RR",Fire,NOT USED,37,1,Opel/Vauxhall Insignia,2023,2,2023-08-05,187
Camila das Neves,66,svieira@example.net,"Lago Lucca da Conceição, 9
Vila São Gabriel
62014618 Rodrigues do Amparo / MG",Natural Phenomena,NOT USED,56,0,Saab 9-3,2011,1,2022-02-12,188
Maria Clara Alves,24,bernardo13@example.com,"Viela Cavalcanti
Marilandia
66694-001 Aragão / ES",Robbery,NOT USED,43,0,Jaguar XF,2023,1,2022-04-04,189
Eloah Almeida,40,thomasda-paz@example.org,"Campo de Costa
Cruzeiro
60713006 Moraes / SC",Robbery,DENIED,102,1,Alfa Romeo Stelvio,2023,1,2022-02-15,190
Stella Campos,41,joao-gabrielmoura@example.net,"Avenida de da Costa, 285
Goiania
29282957 Lopes Paulista / RO",Natural Phenomena,DENIED,38,1,Ferrari California T,2015 ,1,2022-02-17,191
Gabriela Cardoso,31,vieiraleandro@example.net,"Viela Moura, 5
Distrito Industrial Do Jatoba
14336-196 Melo Paulista / AM",Natural Phenomena,DENIED,36,0,Zagato Fiat 124 Spider Zagato,2011,3,2023-09-28,192
Sr. Diogo Sales,58,cavalcantialice@example.org,"Núcleo de da Paz
São Marcos
32801-167 Farias Paulista / PI",Collision,NOT USED,85,1,Mahindra Bolero,2001 ,1,2023-11-25,193
Luiz Otávio Cardoso,46,ana-beatrizcardoso@example.com,"Estrada Sales
Chácara Leonina
80903-671 Ramos / MT",Natural Phenomena,NOT USED,97,1,Mitsubishi Mirage G4,2017 ,1,2022-05-17,194
Benjamin Viana,24,caioazevedo@example.org,"Lagoa Dias, 93
Túnel De Ibirité
00115-547 Nascimento da Praia / MT",Fire,APPROVED,51,0,Toyota Tacoma,2019,2,2023-03-02,195
Benjamin Viana,24,caioazevedo@example.org,"Lagoa Dias, 93
Túnel De Ibirité
00115-547 Nascimento da Praia / MT",Fire,APPROVED,51,0,Toyota Tacoma,2020,2,2022-03-22,195
Igor Araújo,54,agathafarias@example.org,"Condomínio Sales, 41
Vila Ecológica
26958482 Barbosa / SE",Collision,DENIED,46,1,Porsche 911,2020,1,2022-02-13,196
Lucca Pinto,52,hmendes@example.com,"Favela Cardoso, 87
Vila Puc
31406-002 da Costa do Oeste / MG",Robbery,APPROVED,46,0,Chevrolet Camaro,2010,2,2022-09-19,197
Lucca Pinto,52,hmendes@example.com,"Favela Cardoso, 87
Vila Puc
31406-002 da Costa do Oeste / MG",Robbery,APPROVED,46,0,Chevrolet Camaro,2016,2,2023-05-06,197
Samuel da Conceição,35,erick98@example.net,"Favela Gustavo Henrique Moreira, 76
Mariquinhas
54858464 Moura do Amparo / RR",Robbery,APPROVED,35,0,Zagato Aston Martin V12 Zagato,2011,1,2022-02-22,198
Nicole Lopes,43,almeidafernando@example.org,"Rodovia de Araújo, 18
Buraco Quente
15708-732 Costa / TO",Fire,NOT USED,29,1,Toyota 86,2020,2,2022-01-11,199
Nicole Nunes,23,ana-clara14@example.com,"Núcleo de Costa, 74
União
80459060 Sales / RS",Fire,DENIED,53,1,Mahindra Marazzo,2018 ,1,2022-03-14,200
Benício Alves,30,rribeiro@example.net,"Via Gonçalves
São Sebastião
93721-912 Araújo / TO",Natural Phenomena,NOT USED,88,0,Kia Sorento,2019 ,2,2022-08-24,201
Benício Barbosa,61,dfreitas@example.org,"Sítio Pedro da Mota, 93
Estrela
09610-602 Ribeiro / MS",Robbery,NOT USED,76,1,Subaru Ascent,2019,1,2022-04-25,202
Rafael da Paz,36,salesmaria-sophia@example.net,"Trecho Valentina Monteiro, 4
Vista Do Sol
77550-197 Gomes / SE",Fire,NOT USED,84,1,Opel/Vauxhall Crossland,2023,1,2023-10-18,203
Beatriz Gonçalves,29,caldeiraisaac@example.com,"Viaduto Luigi Sales
Cabana Do Pai Tomás
40158826 Nogueira / MS",Robbery,DENIED,34,0,Rivian R1T,2022,1,2022-04-03,204
Carolina Pinto,26,maria-eduardacardoso@example.net,"Largo Jesus, 56
Santa Rita
70119-921 da Costa / DF",Fire,APPROVED,83,0,Lexus UX,2019,1,2022-06-28,205
Sofia Cardoso,63,nunesnina@example.com,"Estação Carolina Carvalho
São Jorge 1ª Seção
94711-506 Gomes do Campo / PE",Robbery,NOT USED,76,0,Alpina B4,2023,1,2022-05-23,206
Daniela da Cunha,48,msantos@example.org,"Avenida Yasmin Pereira, 15
Coração Eucarístico
60599159 Rezende / MA",Robbery,APPROVED,98,0,Toyota Tacoma,2019,2,2023-03-26,207
Daniela da Cunha,48,msantos@example.org,"Avenida Yasmin Pereira, 15
Coração Eucarístico
60599159 Rezende / MA",Robbery,APPROVED,98,0,Toyota Tacoma,2020,2,2022-07-02,207
Sr. João Gabriel Moreira,24,kpeixoto@example.com,"Residencial Ana Vitória Cardoso
Vila Canto Do Sabiá
60575068 Monteiro / SE",Fire,DENIED,24,1,Porsche 718 Cayman,2017,1,2023-12-16,208
João Cunha,48,theofarias@example.com,"Trecho Pires, 60
Havaí
29447-565 da Luz de Minas / RN",Natural Phenomena,APPROVED,33,1,Suzuki S-Cross,2023,1,2022-02-05,209
Emanuella Barbosa,22,juliamoraes@example.org,"Largo Nicolas Barros
Santa Efigênia
71206288 Moura de Nunes / AM",Natural Phenomena,NOT USED,10,1,Alfa Romeo Stelvio Quadrifoglio,2023,2,2023-10-04,210
Sophia Souza,66,ribeiroolivia@example.net,"Favela Aragão
Vera Cruz
23958113 Azevedo Alegre / PR",Robbery,NOT USED,51,0,Hyundai Palisade,2022,1,2022-09-03,211
Gabriela Cardoso,55,mariana40@example.net,"Morro de Peixoto, 74
Vitoria Da Conquista
52449386 Peixoto da Serra / PI",Natural Phenomena,DENIED,13,1,Ferrari F8 Tributo,2020 ,3,2023-05-01,192
Otávio Ribeiro,31,vda-mata@example.com,"Colônia de Nunes, 926
Mirante
45357725 Ribeiro / PB",Fire,DENIED,99,1,Smart Forfour,2023,1,2022-12-04,212
Emanuelly Moreira,50,uaragao@example.net,"Viela de Almeida
Conjunto Lagoa
07416855 Martins / MA",Robbery,NOT USED,83,0,Cadillac CT5-V Blackwing,2023,1,2022-07-15,213
Enzo Gabriel da Cunha,70,evieira@example.com,"Área Barros, 761
Brasil Industrial
66537-322 Fernandes / PA",Natural Phenomena,DENIED,68,1,Nissan Altima,2019,2,2022-11-16,138
Fernanda Novaes,65,xsantos@example.org,"Praça Lorena Silva, 47
São João
00198743 Azevedo / MG",Natural Phenomena,DENIED,85,1,Chevrolet Bolt EV,2017,1,2022-11-23,214
Júlia da Rocha,65,maria-eduarda84@example.org,"Distrito Fogaça, 70
Suzana
39500758 Ramos Alegre / PB",Robbery,NOT USED,87,1,Mercedes-Benz G-Class,2022,1,2023-09-10,215
Sabrina Lopes,59,ana-julia57@example.net,"Núcleo Vitor Gabriel Cardoso, 2
Vila Santa Rosa
30408-809 Cardoso / AM",Collision,NOT USED,24,0,Infiniti QX80,2023,2,2022-06-10,216
Raquel Castro,56,zda-rocha@example.net,"Passarela Cardoso, 98
Santa Branca
73553599 Dias / SC",Fire,APPROVED,34,0,Ford Edge,2015,1,2023-08-11,217
Pietra Moreira,69,ksilveira@example.com,"Trevo Cauã Caldeira, 57
Itapoa
12543180 Ribeiro de Goiás / AP",Natural Phenomena,NOT USED,107,1,Tesla Model Y,2020,1,2022-01-13,218
Luigi Pereira,27,miguel19@example.net,"Loteamento de Ramos, 760
Lagoa
52354-938 da Cruz / MA",Natural Phenomena,APPROVED,77,1,Mahindra Bolero,2001 ,1,2022-07-05,219
Sr. Paulo Nogueira,64,maysa85@example.net,"Favela de da Mata
Vila Sesc
88317778 Alves de Cunha / AL",Collision,NOT USED,26,1,Maserati Levante,2017 ,1,2022-03-26,220
Davi Lucas Rezende,49,tcampos@example.net,"Travessa Luiz Miguel Almeida, 4
Nossa Senhora De Fátima
05723-949 Martins de Barros / SC",Natural Phenomena,APPROVED,71,0,Chevrolet Suburban,1935,2,2022-10-04,221
Davi Lucas Rezende,49,tcampos@example.net,"Travessa Luiz Miguel Almeida, 4
Nossa Senhora De Fátima
05723-949 Martins de Barros / SC",Natural Phenomena,APPROVED,71,0,Chevrolet Suburban,1935,2,2022-10-15,221
Dra. Maria Vitória Pinto,33,fogacaluna@example.com,"Via Bruna Lopes
Bom Jesus
74239631 Melo de Duarte / RN",Natural Phenomena,DENIED,70,1,Mahindra Scorpio,2020 ,1,2022-01-16,222
Yuri Fernandes,63,salescaroline@example.org,"Parque Ian Ramos, 86
Vila Independencia 1ª Seção
13338-882 Duarte / MA",Robbery,DENIED,36,0,Saab 9-5 SportCombi,2011,1,2022-12-31,223
Maria Julia Monteiro,42,ana-carolina53@example.net,"Loteamento Santos, 64
Vila Nova Gameleira 1ª Seção
07921-372 Aragão de Moura / PA",Robbery,NOT USED,78,1,Dodge Journey,2023,1,2022-01-28,224
Olivia Cunha,61,luiz-fernandopereira@example.net,"Conjunto da Cruz, 4
Nossa Senhora Do Rosário
85818773 Duarte / SE",Natural Phenomena,NOT USED,2,1,Caterham Seven 420,2023,1,2022-11-02,225
Davi Luiz Dias,28,lda-rocha@example.net,"Quadra de Ribeiro, 9
Garças
34250064 Ribeiro de Alves / MG",Fire,DENIED,57,0,Chevrolet Camaro,2010,2,2022-01-10,226
Davi Luiz Dias,28,lda-rocha@example.net,"Quadra de Ribeiro, 9
Garças
34250064 Ribeiro de Alves / MG",Fire,DENIED,57,0,Chevrolet Camaro,2016,2,2022-01-28,226
Davi Lucca Castro,55,ocardoso@example.net,"Chácara de Rezende, 85
Vila Primeiro De Maio
58609449 Azevedo de Viana / PA",Robbery,DENIED,37,0,Audi Q5,2018,1,2023-05-26,227
Isabel Rezende,51,daragao@example.com,"Colônia Maria da Luz, 36
Andiroba
25094-489 Aragão do Oeste / SP",Collision,APPROVED,6,1,Opel/Vauxhall Insignia,2023,1,2022-11-20,228
Luiza Pinto,43,diego09@example.com,"Esplanada Ryan da Paz, 78
Barão Homem De Melo 2ª Seção
57675-601 Correia de das Neves / MS",Collision,NOT USED,7,0,Renault Megane,2023,2,2023-11-20,229
Luiza Pinto,43,diego09@example.com,"Esplanada Ryan da Paz, 78
Barão Homem De Melo 2ª Seção
57675-601 Correia de das Neves / MS",Collision,NOT USED,7,0,Renault Megane,2016,2,2022-08-18,229
Ana Clara Monteiro,23,lorenzoduarte@example.org,"Área Oliveira, 71
Vila Madre Gertrudes 3ª Seção
62831378 da Cunha / CE",Collision,DENIED,27,1,Isuzu FTR,2016,1,2022-04-04,230
Matheus Dias,30,nathanrezende@example.org,"Vereda de Ferreira, 96
Castanheira
77981271 da Paz da Praia / PI",Collision,NOT USED,50,1,Citroën C4,2023,1,2023-09-13,231
Heitor Correia,64,vicenteda-mota@example.net,"Largo Caio Porto, 39
São Francisco
94230364 da Luz de Minas / BA",Collision,APPROVED,5,0,Nissan Sentra,2019,2,2023-07-16,232
Srta. Isadora Araújo,34,oliveirabruno@example.net,"Área de Moreira
Tupi B
11908861 da Rocha / GO",Fire,APPROVED,37,1,Morgan Super 3,2023,1,2022-01-25,233
Juan Gomes,42,da-rosaagatha@example.com,"Núcleo Luiza Nogueira, 208
Funcionários
83104414 Sales Paulista / AC",Robbery,NOT USED,5,1,Bugatti EB 110,1991,1,2023-10-14,234
Sr. Bernardo Porto,46,enzo-gabrielsales@example.com,"Viaduto Cardoso, 2
Boa União 2ª Seção
43861410 da Costa / MA",Natural Phenomena,DENIED,10,0,Subaru Outback,2019,1,2023-01-23,235
João Lucas Silva,33,luccasilva@example.org,"Estação Oliveira, 62
Vila Pinho
60456-326 Cavalcanti / MT",Robbery,DENIED,6,0,Chrysler Pacifica,2023,1,2022-08-24,236
Manuela da Rosa,69,pereiragustavo@example.net,"Conjunto Santos, 49
Vila Canto Do Sabiá
55990319 da Mata / MG",Fire,DENIED,28,0,Renault Clio,2023,2,2022-11-13,237
Manuela da Rosa,69,pereiragustavo@example.net,"Conjunto Santos, 49
Vila Canto Do Sabiá
55990319 da Mata / MG",Fire,DENIED,28,0,Renault Clio,2020,2,2022-11-06,237
Sarah Farias,44,cda-mota@example.net,"Sítio Santos
Biquinhas
16095796 Barros do Galho / SP",Fire,NOT USED,98,0,SEAT Tarraco,2023,2,2022-06-18,238
Daniela Rezende,28,maria-juliamartins@example.com,"Rodovia Duarte
Dom Cabral
06387704 Dias / SC",Fire,NOT USED,17,1,Toyota Camry,2018,2,2023-10-08,239
Daniela Rezende,28,maria-juliamartins@example.com,"Rodovia Duarte
Dom Cabral
06387704 Dias / SC",Fire,NOT USED,17,1,Toyota Camry,2020,2,2022-01-26,239
